"Statistic Label","Quarter","Migration Flow","Age Group","Nationality","Migration Calculation Method","UNIT","VALUE"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","498"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1267"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1253"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Other nationalities (3)","Base migration calculation method","Number","829"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","806"
"Estimated migration flows","2024Q2","Outward migration","All ages","Ireland","Base migration calculation method","Number","17578"
"Estimated migration flows","2024Q2","Outward migration","All ages","Ireland","Base plus education migration calculation method","Number","13674"
"Estimated migration flows","2024Q2","Outward migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","1330"
"Estimated migration flows","2024Q2","Outward migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","1244"
"Estimated migration flows","2024Q2","Outward migration","All ages","Brazil","Base migration calculation method","Number","1656"
"Estimated migration flows","2024Q2","Outward migration","All ages","Brazil","Base plus education migration calculation method","Number","1606"
"Estimated migration flows","2024Q2","Outward migration","All ages","India","Base migration calculation method","Number","937"
"Estimated migration flows","2024Q2","Outward migration","All ages","India","Base plus education migration calculation method","Number","847"
"Estimated migration flows","2024Q2","Outward migration","All ages","Ukraine","Base migration calculation method","Number","1784"
"Estimated migration flows","2024Q2","Outward migration","All ages","Ukraine","Base plus education migration calculation method","Number","1685"
"Estimated migration flows","2024Q2","Outward migration","All ages","All nationalities","Base migration calculation method","Number","36342"
"Estimated migration flows","2024Q2","Outward migration","All ages","All nationalities","Base plus education migration calculation method","Number","31319"
"Estimated migration flows","2024Q2","Outward migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","3461"
"Estimated migration flows","2024Q2","Outward migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","3323"
"Estimated migration flows","2024Q2","Outward migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","5153"
"Estimated migration flows","2024Q2","Outward migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","4926"
"Estimated migration flows","2024Q2","Outward migration","All ages","Other nationalities (3)","Base migration calculation method","Number","4443"
"Estimated migration flows","2024Q2","Outward migration","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","4014"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Ireland","Base migration calculation method","Number","2889"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Ireland","Base plus education migration calculation method","Number","38"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","429"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","348"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Brazil","Base migration calculation method","Number","617"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Brazil","Base plus education migration calculation method","Number","632"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","India","Base migration calculation method","Number","1831"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","India","Base plus education migration calculation method","Number","1803"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Ukraine","Base migration calculation method","Number","559"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Ukraine","Base plus education migration calculation method","Number","562"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","All nationalities","Base migration calculation method","Number","13714"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","10025"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1953"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","1911"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1275"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1076"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","4161"
"Estimated migration flows","2024Q2","Net migration","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","3655"
