"Statistic Label","Census Year","Sex","Religion","Towns by Size","UNIT","VALUE"
"Population","2022","Female","Atheist","New Ross, Wexford & Kilkenny","Number","0"
"Population","2022","Female","Atheist","Wicklow, Co Wicklow","Number","1"
"Population","2022","Female","Atheist","Kilcoole, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Greystones-Delgany, Co Wicklow","Number","1"
"Population","2022","Female","Atheist","Rathnew, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Newtownmountkennedy, Co Wicklow","Number","1"
"Population","2022","Female","Atheist","Ashford, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Bray, Counties Wicklow & Dublin","Number","4"
"Population","2022","Female","Atheist","Arklow, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Enniskerry, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Rathdrum, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Blessington, Counties Wicklow & Kildare","Number","0"
"Population","2022","Female","Atheist","Baltinglass, Co Wicklow","Number","0"
"Population","2022","Female","Atheist","Killaloe, Co Clare","Number","0"
"Population","2022","Female","Atheist","Sixmilebridge, Co Clare","Number","0"
"Population","2022","Female","Atheist","Shannon, Co Clare","Number","0"
"Population","2022","Female","Atheist","Newmarket-On-Fergus, Co Clare","Number","0"
"Population","2022","Female","Atheist","Ennis, Co Clare","Number","1"
"Population","2022","Female","Atheist","Kilrush, Co Clare","Number","0"
"Population","2022","Female","Atheist","Cork city and suburbs, Co Cork","Number","11"
"Population","2022","Female","Atheist","Blarney, Co Cork","Number","0"
"Population","2022","Female","Atheist","Tower, Co Cork","Number","1"
"Population","2022","Female","Atheist","Youghal, Co Cork","Number","2"
"Population","2022","Female","Atheist","Castlemartyr, Co Cork","Number","0"
"Population","2022","Female","Atheist","Cloyne, Co Cork","Number","0"
"Population","2022","Female","Atheist","Midleton, Co Cork","Number","5"
"Population","2022","Female","Atheist","Mitchelstown, Co Cork","Number","0"
"Population","2022","Female","Atheist","Carrigtwohill, Co Cork","Number","0"
"Population","2022","Female","Atheist","Fermoy, Co Cork","Number","2"
"Population","2022","Female","Atheist","Rathcormac, Co Cork","Number","0"
"Population","2022","Female","Atheist","Crosshaven, Co Cork","Number","1"
"Population","2022","Female","Atheist","Cobh, Co Cork","Number","1"
"Population","2022","Female","Atheist","Passage West-Monkstown, Co Cork","Number","2"
"Population","2022","Female","Atheist","Watergrasshill, Co Cork","Number","0"
"Population","2022","Female","Atheist","Carrigaline, Co Cork","Number","1"
"Population","2022","Female","Atheist","Kinsale, Co Cork","Number","0"
"Population","2022","Female","Atheist","Mallow, Co Cork","Number","1"
"Population","2022","Female","Atheist","Charleville, Co Cork","Number","3"
"Population","2022","Female","Atheist","Bandon, Co Cork","Number","0"
"Population","2022","Female","Atheist","Clonakilty, Co Cork","Number","0"
"Population","2022","Female","Atheist","Kanturk, Co Cork","Number","0"
"Population","2022","Female","Atheist","Macroom, Co Cork","Number","0"
"Population","2022","Female","Atheist","Millstreet, Co Cork","Number","0"
"Population","2022","Female","Atheist","Dunmanway, Co Cork","Number","0"
"Population","2022","Female","Atheist","Skibbereen, Co Cork","Number","1"
"Population","2022","Female","Atheist","Bantry, Co Cork","Number","0"
"Population","2022","Female","Atheist","Castleisland, Co Kerry","Number","0"
"Population","2022","Female","Atheist","Listowel, Co Kerry","Number","2"
"Population","2022","Female","Atheist","Killarney, Co Kerry","Number","1"
"Population","2022","Female","Atheist","Kenmare, Co Kerry","Number","2"
"Population","2022","Female","Atheist","Ballybunion, Co Kerry","Number","0"
"Population","2022","Female","Atheist","Tralee, Co Kerry","Number","3"
"Population","2022","Female","Atheist","Killorglin, Co Kerry","Number","0"
"Population","2022","Female","Atheist","Dingle-Daingean Uí Chuis, Co Kerry","Number","0"
"Population","2022","Female","Atheist","Limerick city and suburbs, Counties Limerick & Clare","Number","5"
"Population","2022","Female","Atheist","Caherconlish, Co Limerick","Number","0"
"Population","2022","Female","Atheist","Castleconnell, Co Limerick","Number","4"
"Population","2022","Female","Atheist","Annacotty, Co Limerick","Number","0"
"Population","2022","Female","Atheist","Kilmallock, Co Limerick","Number","0"
"Population","2022","Female","Atheist","Newcastle West, Co Limerick","Number","0"
"Population","2022","Female","Atheist","Abbeyfeale, Co Limerick","Number","0"
"Population","2022","Female","Atheist","Roscrea, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Thurles, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Templemore, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Nenagh, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Newport, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Ballina, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Carrick-on-Suir, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Fethard, Co Tipperary","Number","1"
"Population","2022","Female","Atheist","Clonmel, Counties Tipperary & Waterford","Number","1"
"Population","2022","Female","Atheist","Cashel, Co Tipperary","Number","1"
"Population","2022","Female","Atheist","Cahir, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Tipperary, Co Tipperary","Number","0"
"Population","2022","Female","Atheist","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","4"
"Population","2022","Female","Atheist","Dunmore East, Co Waterford","Number","0"
"Population","2022","Female","Atheist","Tramore, Co Waterford","Number","0"
"Population","2022","Female","Atheist","Portlaw, Co Waterford","Number","0"
"Population","2022","Female","Atheist","Dungarvan, Co Waterford","Number","0"
"Population","2022","Female","Atheist","Galway city and suburbs, Co Galway","Number","13"
"Population","2022","Female","Atheist","Ballinasloe, Co Galway","Number","0"
"Population","2022","Female","Atheist","Portumna, Co Galway","Number","0"
"Population","2022","Female","Atheist","Loughrea, Co Galway","Number","0"
"Population","2022","Female","Atheist","Athenry, Co Galway","Number","1"
"Population","2022","Female","Atheist","Gort, Co Galway","Number","0"
"Population","2022","Female","Atheist","Tuam, Co Galway","Number","0"
"Population","2022","Female","Atheist","Oranmore, Co Galway","Number","0"
"Population","2022","Female","Atheist","Baile Chláir, Co Galway","Number","0"
"Population","2022","Female","Atheist","Bearna, Co Galway","Number","0"
"Population","2022","Female","Atheist","Maigh Cuilinn, Co Galway","Number","0"
"Population","2022","Female","Atheist","Oughterard, Co Galway","Number","1"
"Population","2022","Female","Atheist","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","1"
"Population","2022","Female","Atheist","Manorhamilton, Co Leitrim","Number","2"
"Population","2022","Female","Atheist","Ballyhaunis, Co Mayo","Number","0"
"Population","2022","Female","Atheist","Claremorris, Co Mayo","Number","0"
"Population","2022","Female","Atheist","Ballina, Co Mayo","Number","0"
"Population","2022","Female","Atheist","Ballinrobe, Co Mayo","Number","0"
"Population","2022","Female","Atheist","Castlebar, Co Mayo","Number","2"
"Population","2022","Female","Atheist","Westport, Co Mayo","Number","0"
"Population","2022","Female","Atheist","Roscommon, Co Roscommon","Number","0"
"Population","2022","Female","Atheist","Boyle, Co Roscommon","Number","0"
"Population","2022","Female","Atheist","Castlerea, Co Roscommon","Number","0"
"Population","2022","Female","Atheist","Ballaghaderreen, Co Roscommon","Number","1"
"Population","2022","Female","Atheist","Sligo, Co Sligo","Number","0"
"Population","2022","Female","Atheist","Collooney, Co Sligo","Number","0"
"Population","2022","Female","Atheist","Ballysadare, Co Sligo","Number","0"
"Population","2022","Female","Atheist","Ballymote, Co Sligo","Number","0"
"Population","2022","Female","Atheist","Strandhill, Co Sligo","Number","0"
"Population","2022","Female","Atheist","Tubbercurry, Co Sligo","Number","0"
"Population","2022","Female","Atheist","Kingscourt, Co Cavan","Number","1"
"Population","2022","Female","Atheist","Mullagh, Co Cavan","Number","0"
"Population","2022","Female","Atheist","Bailieborough, Co Cavan","Number","0"
"Population","2022","Female","Atheist","Virginia, Co Cavan","Number","0"
"Population","2022","Female","Atheist","Cootehill, Co Cavan","Number","0"
"Population","2022","Female","Atheist","Ballyjamesduff, Co Cavan","Number","1"
"Population","2022","Female","Atheist","Cavan, Co Cavan","Number","2"
"Population","2022","Female","Atheist","Belturbet, Co Cavan","Number","1"
"Population","2022","Female","Atheist","Carndonagh, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Buncrana, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Lifford, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Convoy, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Letterkenny, Co Donegal","Number","1"
"Population","2022","Female","Atheist","Ballybofey-Stranorlar, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Donegal, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Ballyshannon, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Bundoran, Co Donegal","Number","0"
"Population","2022","Female","Atheist","Carrickmacross, Co Monaghan","Number","0"
"Population","2022","Female","Atheist","Castleblayney, Co Monaghan","Number","0"
"Population","2022","Female","Atheist","Monaghan, Co Monaghan","Number","0"
"Population","2022","Female","Atheist","Clones, Co Monaghan","Number","0"
"Population","2022","Female","Atheist","State","Number","354"
"Population","2022","Female","Atheist","Other towns with a population between 1,000 - 1,499","Number","3"
"Population","2022","Female","Atheist","Other towns with a population under 500","Number","6"
"Population","2022","Female","Atheist","Other towns with a population between 500 - 999","Number","8"
"Population","2022","Female","Atheist","Remainder of country","Number","86"
"Population","2022","Female","Jehovah's Witness","Tullow, Co Carlow","Number","1"
"Population","2022","Female","Jehovah's Witness","Carlow, Counties Carlow & Laois","Number","22"
"Population","2022","Female","Jehovah's Witness","Muinebeag (Bagenalstown), Co Carlow","Number","0"
"Population","2022","Female","Jehovah's Witness","Dublin city and suburbs, Counties Dublin & Meath","Number","723"
"Population","2022","Female","Jehovah's Witness","Saggart, Co Dublin","Number","10"
"Population","2022","Female","Jehovah's Witness","Rathcoole, Co Dublin","Number","5"
"Population","2022","Female","Jehovah's Witness","Newcastle, Co Dublin","Number","4"
"Population","2022","Female","Jehovah's Witness","Rush, Co Dublin","Number","6"
"Population","2022","Female","Jehovah's Witness","Skerries, Co Dublin","Number","1"
"Population","2022","Female","Jehovah's Witness","Portmarnock, Co Dublin","Number","4"
"Population","2022","Female","Jehovah's Witness","Donabate, Co Dublin","Number","4"
"Population","2022","Female","Jehovah's Witness","Malahide, Co Dublin","Number","5"
"Population","2022","Female","Jehovah's Witness","Lusk, Co Dublin","Number","6"
"Population","2022","Female","Jehovah's Witness","Balrothery, Co Dublin","Number","5"
"Population","2022","Female","Jehovah's Witness","Balbriggan, Co Dublin","Number","42"
"Population","2022","Female","Jehovah's Witness","Kinsealy-Drinan, Co Dublin","Number","3"
"Population","2022","Female","Jehovah's Witness","Swords, Co Dublin","Number","13"
"Population","2022","Female","Jehovah's Witness","Leixlip, Co Kildare","Number","5"
"Population","2022","Female","Jehovah's Witness","Celbridge, Co Kildare","Number","10"
"Population","2022","Female","Jehovah's Witness","Kill, Co Kildare","Number","1"
"Population","2022","Female","Jehovah's Witness","Maynooth, Co Kildare","Number","7"
"Population","2022","Female","Jehovah's Witness","Naas, Co Kildare","Number","18"
"Population","2022","Female","Jehovah's Witness","Sallins, Co Kildare","Number","14"
"Population","2022","Female","Jehovah's Witness","Kilcock, Counties Kildare & Meath","Number","11"
"Population","2022","Female","Jehovah's Witness","Clane, Co Kildare","Number","12"
"Population","2022","Female","Jehovah's Witness","Kilcullen, Co Kildare","Number","0"
"Population","2022","Female","Jehovah's Witness","Prosperous, Co Kildare","Number","5"
"Population","2022","Female","Jehovah's Witness","Newbridge, Co Kildare","Number","31"
"Population","2022","Female","Jehovah's Witness","Castledermot, Co Kildare","Number","4"
"Population","2022","Female","Jehovah's Witness","Allenwood, Co Kildare","Number","3"
"Population","2022","Female","Jehovah's Witness","Kildare, Co Kildare","Number","11"
"Population","2022","Female","Jehovah's Witness","Derrinturn, Co Kildare","Number","0"
"Population","2022","Female","Jehovah's Witness","Athy, Co Kildare","Number","10"
"Population","2022","Female","Jehovah's Witness","Rathangan, Co Kildare","Number","1"
"Population","2022","Female","Jehovah's Witness","Monasterevin, Co Kildare","Number","3"
"Population","2022","Female","Jehovah's Witness","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","0"
"Population","2022","Female","Jehovah's Witness","Thomastown, Co Kilkenny","Number","3"
"Population","2022","Female","Jehovah's Witness","Kilkenny, Co Kilkenny","Number","16"
"Population","2022","Female","Jehovah's Witness","Callan, Co Kilkenny","Number","0"
"Population","2022","Female","Jehovah's Witness","Portarlington, Counties Laois & Offaly","Number","2"
"Population","2022","Female","Jehovah's Witness","Portlaoise, Co Laois","Number","27"
"Population","2022","Female","Jehovah's Witness","Mountmellick, Co Laois","Number","0"
"Population","2022","Female","Jehovah's Witness","Abbeyleix, Co Laois","Number","0"
"Population","2022","Female","Jehovah's Witness","Mountrath, Co Laois","Number","0"
"Population","2022","Female","Jehovah's Witness","Edgeworthstown, Co Longford","Number","2"
"Population","2022","Female","Jehovah's Witness","Ballymahon, Co Longford","Number","2"
"Population","2022","Female","Jehovah's Witness","Longford, Co Longford","Number","11"
"Population","2022","Female","Jehovah's Witness","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","0"
"Population","2022","Female","Jehovah's Witness","Carlingford, Co Louth","Number","1"
"Population","2022","Female","Jehovah's Witness","Clogherhead, Co Louth","Number","2"
"Population","2022","Female","Jehovah's Witness","Termonfeckin, Co Louth","Number","0"
